Timestep,Road_number,Vehicle_density,Vehicles_Exiting
177,2,0.74,1
177,3,0.8,2
177,4,10.0,0
177,5,1.2,0
177,6,1.18,0
177,7,1.08,0
178,1,0.78,1
178,2,0.74,1
178,3,0.8,1
178,4,11.0,1
178,5,1.2,0
178,6,1.18,0
178,7,1.08,0
179,1,0.8,1
179,2,0.74,1
179,3,0.82,0
179,4,11.0,1
179,5,1.2,0
179,6,1.18,0
179,7,1.1,0
180,1,0.8,1
180,2,0.76,3
180,3,0.82,0
180,4,10.6,1
180,5,1.22,0
180,6,1.18,0
180,7,1.1,0
181,1,0.8,1
181,2,0.76,1
181,3,0.82,2
181,4,11.0,1
181,5,1.22,0
181,6,1.2,0
181,7,1.1,0
182,1,0.82,0
182,2,0.76,2
182,3,0.82,0
182,4,10.6,1
182,5,1.22,0
182,6,1.22,0
182,7,1.1,0
183,1,0.82,2
183,2,0.76,0
183,3,0.82,3
183,4,10.0,1
183,5,1.24,0
183,6,1.22,0
183,7,1.1,0
184,1,0.82,3
184,2,0.76,0
184,3,0.82,2
184,4,10.0,1
184,5,1.24,0
184,6,1.22,0
184,7,1.12,0
185,1,0.82,1
185,2,0.76,0
185,3,0.82,2
185,4,10.8,1
185,5,1.24,0
185,6,1.24,0
185,7,1.12,0
186,1,0.82,2
186,2,0.76,2
186,3,0.82,0
186,4,10.8,0
186,5,1.24,0
186,6,1.24,0
186,7,1.14,0
187,1,0.82,0
187,2,0.78,2
187,3,0.82,3
187,4,11.6,1
187,5,1.24,0
187,6,1.24,0
187,7,1.14,0
188,1,0.82,2
188,2,0.78,1
188,3,0.82,1
188,4,11.2,1
188,5,1.24,0
188,6,1.26,0
188,7,1.14,0
189,1,0.82,0
189,2,0.8,1
189,3,0.82,1
189,4,11.2,0
189,5,1.24,0
189,6,1.26,0
189,7,1.16,0
190,1,0.82,1
190,2,0.8,1
190,3,0.82,0
190,4,11.6,2
190,5,1.24,0
190,6,1.26,0
190,7,1.16,0
191,1,0.82,1
191,2,0.8,1
191,3,0.82,2
191,4,10.6,0
191,5,1.26,0
191,6,1.26,0
191,7,1.18,0
192,1,0.82,1
192,2,0.8,2
192,3,0.82,1
192,4,11.4,2
192,5,1.26,0
192,6,1.26,0
192,7,1.18,0
193,1,0.82,2
193,2,0.8,1
193,3,0.82,1
193,4,10.8,0
193,5,1.26,0
193,6,1.28,0
193,7,1.2,0
194,1,0.84,2
194,2,0.8,1
194,3,0.82,0
194,4,11.6,1
194,5,1.26,0
194,6,1.28,0
194,7,1.2,0
195,1,0.84,1
195,2,0.8,0
195,3,0.82,2
195,4,12.0,2
195,5,1.26,0
195,6,1.28,0
195,7,1.22,0
196,1,0.84,1
196,2,0.8,2
196,3,0.84,0
196,4,12.0,1
196,5,1.26,0
196,6,1.3,0
196,7,1.24,0
197,1,0.84,0
197,2,0.8,1
197,3,0.84,4
197,4,11.4,1
197,5,1.28,0
197,6,1.3,0
197,7,1.24,0
198,1,0.84,0
198,2,0.8,1
198,3,0.84,0
198,4,11.0,0
198,5,1.3,0
198,6,1.3,0
198,7,1.24,0
199,1,0.84,2
199,2,0.82,3
199,3,0.86,1
199,4,11.2,2
199,5,1.3,0
199,6,1.3,0
199,7,1.24,0
200,1,0.86,1
200,2,0.82,0
200,3,0.86,3
200,4,11.6,0
200,5,1.32,0
200,6,1.32,0
200,7,1.24,0
201,1,0.86,2
201,2,0.82,3
201,3,0.86,1
201,4,12.4,1
201,5,1.32,0
201,6,1.32,0
201,7,1.24,0
202,1,0.86,1
202,2,0.84,1
202,3,0.86,0
202,4,12.4,0
202,5,1.32,0
202,6,1.34,0
202,7,1.24,0
203,1,0.86,3
203,2,0.84,1
203,3,0.86,2
203,4,12.8,0
203,5,1.32,0
203,6,1.34,0
203,7,1.24,0
204,1,0.86,0
204,2,0.84,1
204,3,0.86,2
204,4,14.0,1
204,5,1.32,0
204,6,1.34,0
204,7,1.24,0
205,1,0.86,1
205,2,0.84,1
205,3,0.86,3
205,4,13.4,1
205,5,1.34,0
205,6,1.34,0
205,7,1.24,0
206,1,0.86,1
206,2,0.84,1
206,3,0.86,1
206,4,12.6,1
206,5,1.34,0
206,6,1.36,0
206,7,1.24,0
207,1,0.86,1
207,2,0.84,2
207,3,0.86,1
207,4,12.6,1
207,5,1.34,0
207,6,1.36,0
207,7,1.26,0
208,1,0.86,1
208,2,0.84,1
208,3,0.86,2
208,4,12.2,0
208,5,1.36,0
208,6,1.36,0
208,7,1.26,0
209,1,0.86,3
209,2,0.84,2
209,3,0.86,0
209,4,13.0,1
209,5,1.36,0
209,6,1.36,0
209,7,1.26,0
210,1,0.86,0
210,2,0.84,1
210,3,0.86,2
210,4,13.0,1
210,5,1.36,0
210,6,1.36,0
210,7,1.28,0
211,1,0.86,1
211,2,0.84,2
211,3,0.86,1
211,4,13.0,0
211,5,1.36,0
211,6,1.38,0
211,7,1.28,0
212,1,0.86,2
212,2,0.84,0
212,3,0.86,2
212,4,13.8,0
212,5,1.36,0
212,6,1.38,0
212,7,1.28,0
213,1,0.86,1
213,2,0.84,2
213,3,0.86,0
213,4,14.6,0
213,5,1.36,0
213,6,1.38,0
213,7,1.28,0
214,1,0.86,2
214,2,0.86,1
214,3,0.88,4
214,4,15.2,1
214,5,1.36,0
214,6,1.38,0
214,7,1.28,0
215,1,0.86,0
215,2,0.86,0
215,3,0.88,1
215,4,15.2,2
215,5,1.36,0
215,6,1.4,0
215,7,1.28,0
216,1,0.86,3
216,2,0.86,2
216,3,0.88,0
216,4,13.4,1
216,5,1.36,0
216,6,1.42,0
216,7,1.3,0
217,1,0.88,2
217,2,0.86,2
217,3,0.88,2
217,4,13.4,1
217,5,1.36,0
217,6,1.44,0
217,7,1.3,0
218,1,0.88,0
218,2,0.86,3
218,3,0.88,1
218,4,13.2,0
218,5,1.36,0
218,6,1.44,0
218,7,1.32,0
219,1,0.88,4
219,2,0.86,0
219,3,0.9,3
219,4,14.0,2
219,5,1.36,0
219,6,1.44,0
219,7,1.32,0
220,1,0.88,1
220,2,0.86,3
220,3,0.9,1
220,4,13.8,0
220,5,1.36,0
220,6,1.46,0
220,7,1.34,0
221,1,0.88,0
221,2,0.88,1
221,3,0.9,2
221,4,14.8,0
221,5,1.36,0
221,6,1.46,0
221,7,1.34,0
222,1,0.88,1
222,2,0.88,2
222,3,0.9,1
222,4,15.4,0
222,5,1.36,0
222,6,1.46,0
222,7,1.34,0
223,1,0.88,1
223,2,0.88,3
223,3,0.9,2
223,4,16.2,0
223,5,1.36,0
223,6,1.46,0
223,7,1.34,0
224,1,0.9,1
224,2,0.9,0
224,3,0.9,3
224,4,17.4,0
224,5,1.36,0
224,6,1.46,0
224,7,1.34,0
225,1,0.9,2
225,2,0.9,2
225,3,0.9,1
225,4,18.2,1
225,5,1.36,0
225,6,1.46,0
225,7,1.34,0
226,1,0.9,2
226,2,0.9,0
226,3,0.9,2
226,4,18.6,2
226,5,1.36,0
226,6,1.46,0
226,7,1.36,0
227,1,0.92,1
227,2,0.92,0
227,3,0.9,2
227,4,18.0,0
227,5,1.38,0
227,6,1.46,0
227,7,1.38,0
228,1,0.92,2
228,2,0.92,1
228,3,0.9,2
228,4,18.6,0
228,5,1.38,0
228,6,1.46,0
228,7,1.38,0
229,1,0.92,2
229,2,0.92,1
229,3,0.9,3
229,4,19.6,1
229,5,1.38,0
229,6,1.46,0
229,7,1.38,0
230,1,0.92,2
230,2,0.92,1
230,3,0.9,3
230,4,20.0,1
230,5,1.4,0
230,6,1.46,0
230,7,1.38,0
231,1,0.92,2
231,2,0.92,2
231,3,0.9,1
231,4,20.6,0
231,5,1.4,0
231,6,1.48,0
231,7,1.38,0
232,1,0.92,2
232,2,0.92,1
232,3,0.9,0
232,4,21.6,0
232,5,1.4,0
232,6,1.48,0
232,7,1.38,0
233,1,0.92,2
233,2,0.94,1
233,3,0.9,2
233,4,22.2,3
233,5,1.4,0
233,6,1.48,0
233,7,1.38,0
234,1,0.94,3
234,2,0.94,0
234,3,0.92,3
234,4,18.4,0
234,5,1.42,0
234,6,1.5,0
234,7,1.4,0
235,1,0.94,3
235,2,0.94,3
235,3,0.92,3
235,4,19.6,0
235,5,1.42,0
235,6,1.5,0
235,7,1.4,0
236,1,0.94,1
236,2,0.94,1
236,3,0.92,2
236,4,21.4,0
236,5,1.42,0
236,6,1.5,0
236,7,1.4,0
237,1,0.96,2
237,2,0.94,2
237,3,0.92,3
237,4,22.2,1
237,5,1.42,0
237,6,1.5,0
237,7,1.4,0
238,1,0.96,1
238,2,0.94,3
238,3,0.94,0
238,4,22.8,0
238,5,1.42,0
238,6,1.52,0
238,7,1.4,0
239,1,0.96,1
239,2,0.96,4
239,3,0.94,1
239,4,23.6,0
239,5,1.42,0
239,6,1.52,0
239,7,1.4,0
240,1,0.96,0
240,2,0.96,2
240,3,0.94,3
240,4,24.8,1
240,5,1.42,0
240,6,1.52,0
240,7,1.4,0
241,1,0.96,1
241,2,0.96,0
241,3,0.94,3
241,4,24.4,1
241,5,1.44,0
241,6,1.52,0
241,7,1.4,0
242,1,0.96,1
242,2,0.96,1
242,3,0.94,4
242,4,23.8,0
242,5,1.44,0
242,6,1.52,0
242,7,1.42,0
243,1,0.96,3
243,2,0.96,1
243,3,0.94,1
243,4,25.0,0
243,5,1.44,0
243,6,1.52,0
243,7,1.42,0
244,1,0.96,0
244,2,0.96,3
244,3,0.94,6
244,4,26.0,1
244,5,1.44,0
244,6,1.52,0
244,7,1.42,0
245,1,0.98,3
245,2,0.98,2
245,3,0.94,0
245,4,26.8,0
245,5,1.44,0
245,6,1.52,0
245,7,1.44,0
246,1,0.98,1
246,2,0.98,3
246,3,0.96,2
246,4,27.8,2
246,5,1.44,0
246,6,1.52,0
246,7,1.44,0
247,1,0.98,1
247,2,0.98,2
247,3,0.96,0
247,4,24.4,1
247,5,1.46,0
247,6,1.54,0
247,7,1.44,0
248,1,0.98,4
248,2,0.98,3
248,3,0.96,4
248,4,24.2,1
248,5,1.48,0
248,6,1.54,0
248,7,1.44,0
249,1,0.98,3
249,2,0.98,4
249,3,0.96,1
249,4,25.2,0
249,5,1.48,0
249,6,1.54,0
249,7,1.46,0
250,1,0.98,1
250,2,0.98,2
250,3,0.96,5
250,4,26.8,0
250,5,1.48,0
250,6,1.54,0
250,7,1.46,0
251,1,0.98,3
251,2,0.98,2
251,3,0.96,2
251,4,28.4,1
251,5,1.48,0
251,6,1.54,0
251,7,1.46,0
252,1,0.98,0
252,2,1.0,1
252,3,0.96,0
252,4,26.6,1
252,5,1.5,0
252,6,1.54,0
252,7,1.46,0
253,1,0.98,3
253,2,1.0,1
253,3,0.96,2
253,4,24.2,1
253,5,1.5,0
253,6,1.56,0
253,7,1.46,0
254,1,0.98,1
254,2,1.0,2
254,3,0.96,2
254,4,24.2,1
254,5,1.5,0
254,6,1.56,0
254,7,1.48,0
255,1,0.98,1
255,2,1.0,1
255,3,0.96,1
255,4,24.6,2
255,5,1.5,0
255,6,1.58,0
255,7,1.48,0
256,1,0.98,1
256,2,1.0,5
256,3,0.96,3
256,4,21.6,0
256,5,1.52,0
256,6,1.58,0
256,7,1.5,0
257,1,1.0,1
257,2,1.0,3
257,3,0.96,2
257,4,23.4,1
257,5,1.52,0
257,6,1.58,0
257,7,1.5,0
258,1,1.0,0
258,2,1.0,1
258,3,0.96,2
258,4,22.8,0
258,5,1.52,0
258,6,1.58,0
258,7,1.52,0
259,1,1.0,2
259,2,1.0,0
259,3,0.96,1
259,4,23.4,2
259,5,1.52,0
259,6,1.58,0
259,7,1.52,0
260,1,1.0,3
260,2,1.0,1
260,3,0.96,3
260,4,20.4,0
260,5,1.54,0
260,6,1.58,0
260,7,1.54,0
261,1,1.0,1
261,2,1.0,3
261,3,0.96,1
261,4,21.8,1
261,5,1.54,0
261,6,1.58,0
261,7,1.54,0
262,1,1.0,2
262,2,1.0,2
262,3,0.96,3
262,4,20.6,1
262,5,1.54,0
262,6,1.58,0
262,7,1.56,0
263,1,1.02,1
263,2,1.02,1
263,3,0.96,3
263,4,19.0,0
263,5,1.54,0
263,6,1.6,0
263,7,1.56,0
264,1,1.02,3
264,2,1.02,3
264,3,0.96,2
264,4,20.0,0
264,5,1.54,0
264,6,1.6,0
264,7,1.56,0
265,1,1.02,2
265,2,1.02,1
265,3,0.96,2
265,4,21.6,0
265,5,1.54,0
265,6,1.6,0
265,7,1.56,0
266,1,1.04,1
266,2,1.02,3
266,3,0.98,4
266,4,22.6,0
266,5,1.54,0
266,6,1.6,0
266,7,1.56,0
267,1,1.04,3
267,2,1.04,1
267,3,0.98,5
267,4,24.2,1
267,5,1.54,0
267,6,1.6,0
267,7,1.56,0
268,1,1.06,2
268,2,1.04,0
268,3,0.98,2
268,4,24.8,0
268,5,1.56,0
268,6,1.6,0
268,7,1.56,0
269,1,1.06,2
269,2,1.04,5
269,3,0.98,2
269,4,25.6,2
269,5,1.56,0
269,6,1.6,0
269,7,1.56,0
270,1,1.06,2
270,2,1.04,2
270,3,1.0,1
270,4,23.8,0
270,5,1.56,0
270,6,1.62,0
270,7,1.58,0
271,1,1.06,0
271,2,1.04,1
271,3,1.0,3
271,4,24.8,0
271,5,1.56,0
271,6,1.62,0
271,7,1.58,0
272,1,1.06,1
272,2,1.04,2
272,3,1.0,2
272,4,25.6,0
272,5,1.56,0
272,6,1.62,0
272,7,1.58,0
273,1,1.06,0
273,2,1.06,1
273,3,1.0,4
273,4,26.6,0
273,5,1.56,0
273,6,1.62,0
273,7,1.58,0
274,1,1.08,1
274,2,1.06,3
274,3,1.0,2
274,4,27.6,0
274,5,1.56,0
274,6,1.62,0
274,7,1.58,0
275,1,1.08,3
275,2,1.06,3
275,3,1.02,4
275,4,28.8,0
275,5,1.56,0
275,6,1.62,0
275,7,1.58,0
276,1,1.08,2
276,2,1.06,1
276,3,1.02,1
276,4,30.8,1
276,5,1.56,0
276,6,1.62,0
276,7,1.58,0
277,1,1.08,2
277,2,1.08,2
277,3,1.02,1
277,4,27.6,1
277,5,1.58,0
277,6,1.62,0
277,7,1.58,0
278,1,1.08,2
278,2,1.08,1
278,3,1.02,0
278,4,26.8,0
278,5,1.58,0
278,6,1.62,0
278,7,1.6,0
279,1,1.08,1
279,2,1.08,1
279,3,1.02,2
279,4,27.4,1
279,5,1.58,0
279,6,1.62,0
279,7,1.6,0
280,1,1.08,1
280,2,1.08,3
280,3,1.02,1
280,4,25.4,1
280,5,1.58,0
280,6,1.62,0
280,7,1.62,0
281,1,1.08,0
281,2,1.08,3
281,3,1.02,2
281,4,24.0,1
281,5,1.6,0
281,6,1.62,0
281,7,1.62,0
282,1,1.08,2
282,2,1.08,2
282,3,1.02,3
282,4,23.6,0
282,5,1.6,0
282,6,1.62,0
282,7,1.64,0
283,1,1.08,2
283,2,1.08,2
283,3,1.02,0
283,4,25.0,0
283,5,1.6,0
283,6,1.62,0
283,7,1.64,0
284,1,1.08,2
284,2,1.08,2
284,3,1.02,1
284,4,25.8,0
284,5,1.6,0
284,6,1.62,0
284,7,1.64,0
285,1,1.1,0
285,2,1.08,3
285,3,1.04,4
285,4,26.8,0
285,5,1.6,0
285,6,1.62,0
285,7,1.64,0
286,1,1.1,2
286,2,1.08,1
286,3,1.04,4
286,4,28.2,3
286,5,1.6,0
286,6,1.62,0
286,7,1.64,0
287,1,1.12,2
287,2,1.08,0
287,3,1.04,1
287,4,23.4,2
287,5,1.62,0
287,6,1.64,0
287,7,1.66,0
288,1,1.12,2
288,2,1.1,0
288,3,1.06,4
288,4,21.6,1
288,5,1.64,0
288,6,1.66,0
288,7,1.66,0
289,1,1.12,2
289,2,1.1,1
289,3,1.06,2
289,4,21.2,0
289,5,1.64,0
289,6,1.66,0
289,7,1.68,0
290,1,1.12,1
290,2,1.1,0
290,3,1.06,1
290,4,22.2,0
290,5,1.64,0
290,6,1.66,0
290,7,1.68,0
291,1,1.12,0
291,2,1.1,3
291,3,1.06,5
291,4,22.6,0
291,5,1.64,0
291,6,1.66,0
291,7,1.68,0
292,1,1.12,1
292,2,1.12,3
292,3,1.06,3
292,4,24.2,1
292,5,1.64,0
292,6,1.66,0
292,7,1.68,0
293,1,1.12,3
293,2,1.12,0
293,3,1.08,3
293,4,23.4,0
293,5,1.64,0
293,6,1.66,0
293,7,1.7,0
294,1,1.12,1
294,2,1.12,3
294,3,1.08,1
294,4,24.6,0
294,5,1.64,0
294,6,1.66,0
294,7,1.7,0
295,1,1.12,2
295,2,1.12,2
295,3,1.08,2
295,4,25.6,0
295,5,1.64,0
295,6,1.66,0
295,7,1.7,0
296,1,1.14,1
296,2,1.12,0
296,3,1.08,0
296,4,26.8,0
296,5,1.64,0
296,6,1.66,0
296,7,1.7,0
297,1,1.14,1
297,2,1.12,1
297,3,1.1,2
297,4,27.0,2
297,5,1.64,0
297,6,1.66,0
297,7,1.7,0
298,1,1.16,2
298,2,1.12,2
298,3,1.1,1
298,4,25.8,2
298,5,1.66,0
298,6,1.66,0
298,7,1.72,0
299,1,1.16,5
299,2,1.12,2
299,3,1.1,1
299,4,23.6,0
299,5,1.66,0
299,6,1.68,0
299,7,1.74,0
300,1,1.16,1
300,2,1.12,0
300,3,1.1,3
300,4,25.2,0
300,5,1.66,0
300,6,1.68,0
300,7,1.74,0
301,1,1.16,2
301,2,1.12,2
301,3,1.1,1
301,4,26.0,0
301,5,1.66,0
301,6,1.68,0
301,7,1.74,0
302,1,1.18,2
302,2,1.12,3
302,3,1.1,3
302,4,27.0,0
302,5,1.66,0
302,6,1.68,0
302,7,1.74,0
303,1,1.18,1
303,2,1.14,1
303,3,1.1,6
303,4,28.6,0
303,5,1.66,0
303,6,1.68,0
303,7,1.74,0
304,1,1.18,2
304,2,1.14,2
304,3,1.1,2
304,4,30.2,0
304,5,1.66,0
304,6,1.68,0
304,7,1.74,0
305,1,1.18,3
305,2,1.16,0
305,3,1.1,1
305,4,31.4,1
305,5,1.66,0
305,6,1.68,0
305,7,1.74,0
306,1,1.18,2
306,2,1.16,4
306,3,1.12,0
306,4,30.0,0
306,5,1.66,0
306,6,1.68,0
306,7,1.76,0
307,1,1.18,2
307,2,1.16,1
307,3,1.12,3
307,4,31.2,1
307,5,1.66,0
307,6,1.68,0
307,7,1.76,0
308,1,1.18,3
308,2,1.16,0
308,3,1.12,3
308,4,31.2,0
308,5,1.68,0
308,6,1.68,0
308,7,1.76,0
309,1,1.18,1
309,2,1.16,2
309,3,1.12,1
309,4,32.4,0
309,5,1.68,0
309,6,1.68,0
309,7,1.76,0
310,1,1.18,2
310,2,1.16,2
310,3,1.12,4
310,4,33.2,0
310,5,1.68,0
310,6,1.68,0
310,7,1.76,0
311,1,1.18,2
311,2,1.18,2
311,3,1.14,4
311,4,34.8,2
311,5,1.68,0
311,6,1.68,0
311,7,1.76,0
312,1,1.18,1
312,2,1.18,2
312,3,1.14,7
312,4,34.2,0
312,5,1.7,0
312,6,1.7,0
312,7,1.76,0
313,1,1.18,0
313,2,1.18,1
313,3,1.14,3
313,4,36.2,0
313,5,1.7,0
313,6,1.7,0
313,7,1.76,0
314,1,1.18,3
314,2,1.18,2
314,3,1.14,1
314,4,37.0,0
314,5,1.7,0
314,6,1.7,0
314,7,1.76,0
315,1,1.2,1
315,2,1.18,2
315,3,1.14,0
315,4,38.2,1
315,5,1.7,0
315,6,1.7,0
315,7,1.76,0
316,1,1.2,1
316,2,1.2,1
316,3,1.14,3
316,4,37.0,0
316,5,1.7,0
316,6,1.7,0
316,7,1.78,0
317,1,1.2,3
317,2,1.2,6
317,3,1.16,2
317,4,38.0,2
317,5,1.7,0
317,6,1.7,0
317,7,1.78,0
318,1,1.2,3
318,2,1.2,1
318,3,1.16,4
318,4,37.2,1
318,5,1.72,0
318,6,1.72,0
318,7,1.78,0
319,1,1.2,3
319,2,1.2,3
319,3,1.16,2
319,4,37.0,1
319,5,1.72,0
319,6,1.74,0
319,7,1.78,0
320,1,1.2,2
320,2,1.2,2
320,3,1.16,2
320,4,35.8,0
320,5,1.72,0
320,6,1.74,0
320,7,1.8,0
321,1,1.2,4
321,2,1.2,1
321,3,1.16,2
321,4,37.0,0
321,5,1.72,0
321,6,1.74,0
321,7,1.8,0
322,1,1.2,2
322,2,1.2,2
322,3,1.16,3
322,4,38.4,0
322,5,1.72,0
322,6,1.74,0
322,7,1.8,0
323,1,1.22,3
323,2,1.2,2
323,3,1.18,4
323,4,39.8,1
323,5,1.72,0
323,6,1.74,0
323,7,1.8,0
324,1,1.22,1
324,2,1.22,1
324,3,1.18,2
324,4,39.6,1
324,5,1.74,0
324,6,1.74,0
324,7,1.8,0
325,1,1.22,2
325,2,1.22,3
325,3,1.18,2
325,4,37.2,0
325,5,1.74,0
325,6,1.74,0
325,7,1.82,0
326,1,1.22,1
326,2,1.22,3
326,3,1.18,2
326,4,38.6,0
326,5,1.74,0
326,6,1.74,0
326,7,1.82,0
327,1,1.22,1
327,2,1.22,1
327,3,1.18,3
327,4,39.8,0
327,5,1.74,0
327,6,1.74,0
327,7,1.82,0
328,1,1.24,4
328,2,1.22,3
328,3,1.18,2
328,4,40.8,0
328,5,1.74,0
328,6,1.74,0
328,7,1.82,0
329,1,1.24,3
329,2,1.22,4
329,3,1.18,2
329,4,42.6,0
329,5,1.74,0
329,6,1.74,0
329,7,1.82,0
330,1,1.24,4
330,2,1.22,3
330,3,1.2,2
330,4,44.4,1
330,5,1.74,0
330,6,1.74,0
330,7,1.82,0
331,1,1.24,1
331,2,1.22,0
331,3,1.2,2
331,4,44.0,0
331,5,1.76,0
331,6,1.74,0
331,7,1.82,0
332,1,1.24,3
332,2,1.22,4
332,3,1.2,3
332,4,44.6,0
332,5,1.76,0
332,6,1.74,0
332,7,1.82,0
333,1,1.24,1
333,2,1.22,4
333,3,1.2,2
333,4,46.6,1
333,5,1.76,0
333,6,1.74,0
333,7,1.82,0
334,1,1.24,4
334,2,1.22,2
334,3,1.2,6
334,4,46.4,0
334,5,1.76,0
334,6,1.76,0
334,7,1.82,0
335,1,1.24,3
335,2,1.22,0
335,3,1.2,9
335,4,48.8,0
335,5,1.76,0
335,6,1.76,0
335,7,1.82,0
336,1,1.24,2
336,2,1.22,3
336,3,1.2,2
336,4,51.2,0
336,5,1.76,0
336,6,1.76,0
336,7,1.82,0
337,1,1.26,2
337,2,1.22,3
337,3,1.2,1
337,4,52.6,1
337,5,1.76,0
337,6,1.76,0
337,7,1.82,0
338,1,1.26,2
338,2,1.24,1
338,3,1.2,1
338,4,50.4,0
338,5,1.76,0
338,6,1.78,0
338,7,1.82,0
339,1,1.26,2
339,2,1.24,5
339,3,1.2,1
339,4,51.2,1
339,5,1.76,0
339,6,1.78,0
339,7,1.82,0
340,1,1.26,4
340,2,1.24,3
340,3,1.2,4
340,4,51.6,0
340,5,1.76,0
340,6,1.78,0
340,7,1.84,0
341,1,1.26,1
341,2,1.24,2
341,3,1.2,3
341,4,53.8,0
341,5,1.76,0
341,6,1.78,0
341,7,1.84,0
342,1,1.26,6
342,2,1.24,1
342,3,1.2,5
342,4,55.0,0
342,5,1.76,0
342,6,1.78,0
342,7,1.84,0
343,1,1.26,2
343,2,1.24,3
343,3,1.22,2
343,4,57.4,1
343,5,1.76,0
343,6,1.78,0
343,7,1.84,0
